k1_x,k1_y,k1_p,k2_x,k2_y,k2_p,k3_x,k3_y,k3_p,k4_x,k4_y,k4_p,k5_x,k5_y,k5_p,k6_x,k6_y,k6_p,k7_x,k7_y,k7_p,k8_x,k8_y,k8_p,k9_x,k9_y,k9_p,k10_x,k10_y,k10_p,k11_x,k11_y,k11_p,k12_x,k12_y,k12_p,k13_x,k13_y,k13_p,k14_x,k14_y,k14_p,k15_x,k15_y,k15_p,k16_x,k16_y,k16_p,k17_x,k17_y,k17_p,Class
0.41059998,0.9068931,0.6544561,0.44432846,0.92168486,0.5552835,0.40208405,0.93021345,0.78091305,0.47927448,0.8996091,0.59463984,0.39449644,0.9302728,0.82123625,0.5358528,0.8232771,0.8790283,0.3267114,0.8537729,0.76833296,0.6774534,0.8207578,0.842698,0.18315178,0.84403867,0.8147388,0.81150556,0.8321718,0.8471931,0.09176053,0.85145277,0.36938167,0.44160512,0.5824268,0.6171087,0.3294892,0.5815347,0.84874284,0.63045967,0.5557512,0.56830066,0.2610224,0.32470056,0.8597014,0.845685,0.5381389,0.91531324,0.2052949,0.10842854,0.9101731,Half-Moon
0.4889426,0.30416968,0.5808243,0.4996233,0.29873765,0.45588523,0.5068093,0.30119154,0.7309778,0.5186258,0.30706918,0.7082451,0.5311849,0.31587073,0.74431026,0.45909452,0.35114145,0.77744555,0.55895907,0.38409394,0.40905416,0.35424802,0.3643334,0.59079784,0.6413685,0.40152788,0.8280115,0.27447918,0.36234388,0.7364363,0.72695017,0.39656082,0.90438104,0.4122442,0.5330912,0.80354786,0.46086723,0.52173126,0.66288143,0.40852764,0.6822621,0.81768376,0.6131771,0.536381,0.8481993,0.40080276,0.80687594,0.8629669,0.73583394,0.5280186,0.79717785,Half-Moon
0.5220199,0.07193329,0.80208266,0.49569586,0.05902062,0.7391344,0.5295225,0.04768662,0.699345,0.44453472,0.08343456,0.63328874,0.5284634,0.05655793,0.75111645,0.38144225,0.15701187,0.9338443,0.5906973,0.17351784,0.9549742,0.22207738,0.17894115,0.76067865,0.73351175,0.19012116,0.9601042,0.08137506,0.1631661,0.9736223,0.8819281,0.17805111,0.88991714,0.38937408,0.46048063,0.85873353,0.50650245,0.44876298,0.9112902,0.36236143,0.6922402,0.90559125,0.71044856,0.48421946,0.8824272,0.3591632,0.8960143,0.90273833,0.9328676,0.47008735,0.907193,Half-Moon
0.5240725,0.97167635,0.83000326,0.50506926,0.9846701,0.7534741,0.50213134,0.98390627,0.6546564,0.46109486,0.96268654,0.7847339,0.44797516,0.9587836,0.92169964,0.55404925,0.8466652,0.84051865,0.37376362,0.85845613,0.9343016,0.69264776,0.82667357,0.87615746,0.24207473,0.816932,0.83068,0.8249822,0.8442292,0.94467556,0.09893922,0.8312197,0.90941626,0.48967156,0.5890517,0.80027246,0.3926951,0.58518994,0.9085223,0.70285803,0.59675044,0.7870603,0.3300515,0.3447503,0.9027146,0.9212367,0.610696,0.90590966,0.2730613,0.13893005,0.950421,Half-Moon
0.5325607,0.09833595,0.46032315,0.51693076,0.08421841,0.4773105,0.54547894,0.08830889,0.500799,0.4776365,0.08829241,0.6758766,0.53924364,0.09653146,0.4837456,0.3902239,0.13445689,0.6684057,0.59978485,0.18238258,0.44718125,0.24748914,0.34884983,0.19062333,0.70519614,0.22940761,0.7336771,0.29222447,0.33701804,0.16719855,0.8482252,0.22928376,0.80931795,0.39570025,0.4169611,0.37543058,0.5060859,0.38669685,0.12395191,0.5947132,0.44042215,0.17662215,0.62716556,0.44307223,0.22345491,0.8361552,0.4437767,0.49805775,0.8360287,0.44282594,0.5272463,Half-Moon
0.4322094,0.07944021,0.6269576,0.43300754,0.06471242,0.8256635,0.45823768,0.06058257,0.7732401,0.4546646,0.08017091,0.62415284,0.51395047,0.08364335,0.60213566,0.3876102,0.1772374,0.77774674,0.5562284,0.17458533,0.8924263,0.25784606,0.17385554,0.953178,0.6918853,0.18953833,0.95482033,0.11855455,0.15946782,0.949954,0.79447687,0.20495526,0.8838969,0.41259405,0.43369114,0.7435825,0.5274397,0.42141676,0.7216463,0.42229655,0.662737,0.9523179,0.6984039,0.44175982,0.6025525,0.40230525,0.87795264,0.91468453,0.8942813,0.47064456,0.9304172,Half-Moon
0.42834738,0.94130975,0.76880723,0.4422303,0.96613663,0.8140829,0.40596035,0.9509594,0.82380855,0.47025284,0.9508956,0.74439657,0.38754553,0.92044884,0.6226571,0.5365084,0.838777,0.9326258,0.36763874,0.8437439,0.85423934,0.67873275,0.8187682,0.87085927,0.22653316,0.82012546,0.8448099,0.793617,0.80694747,0.9406496,0.10894534,0.8283596,0.8441252,0.43991923,0.57547086,0.73293304,0.40251842,0.5736088,0.8579972,0.4262219,0.30223083,0.88333213,0.6468073,0.5618284,0.68749774,0.40331635,0.09738618,0.97210926,0.8619703,0.5606457,0.94869673,Half-Moon
0.36867994,0.94560844,0.8570297,0.38836288,0.97543156,0.6965556,0.358871,0.9634374,0.7996689,0.43692383,0.9705844,0.8373237,0.3745581,0.95786184,0.73567677,0.52956855,0.87016577,0.78577346,0.33513445,0.8551689,0.94075376,0.6794513,0.8747761,0.9573315,0.19981216,0.82500964,0.96686876,0.82020694,0.9151487,0.9482507,0.06978513,0.8269633,0.91779655,0.49614713,0.58843404,0.87149805,0.37472957,0.5764682,0.8888925,0.68720454,0.57033795,0.77523446,0.37470096,0.33437052,0.6839526,0.92346966,0.57171977,0.87715125,0.35506552,0.11132584,0.67726165,Half-Moon
0.56114674,0.10806523,0.61270225,0.5368229,0.08911637,0.84928125,0.5451425,0.0886235,0.6259683,0.46904442,0.10445736,0.7169402,0.48766845,0.10831031,0.8079287,0.3620698,0.21004988,0.6847019,0.5694419,0.22494017,0.871642,0.22326517,0.2632736,0.9405624,0.7330326,0.2622254,0.793641,0.09879793,0.26651147,0.9428898,0.9004383,0.2811962,0.80793375,0.39701277,0.5359704,0.9627194,0.46270627,0.51390606,0.6665006,0.6641931,0.5162581,0.71281105,0.43600437,0.7534857,0.88561666,0.9119032,0.5034121,0.92057914,0.39865434,0.93174565,0.96267253,Half-Moon
0.4660374,0.08846068,0.4745807,0.48009756,0.06245036,0.63554376,0.44937837,0.07644688,0.8272704,0.50417244,0.07544404,0.619395,0.43940037,0.09566293,0.61583626,0.57917655,0.18018726,0.8299541,0.4050602,0.18433845,0.83239555,0.74172086,0.20655797,0.97014844,0.2661601,0.20307945,0.9479752,0.87666625,0.20070146,0.91944593,0.1156512,0.22205982,0.91297734,0.5025789,0.4524535,0.6196683,0.45746428,0.45447826,0.91421026,0.49524748,0.70669866,0.9275692,0.7079614,0.47348878,0.65537196,0.4868692,0.94576395,0.7957329,0.9148426,0.44158068,0.8062076,Half-Moon
0.407255,0.07796738,0.476972,0.41509664,0.06519572,0.36129412,0.3912392,0.07367499,0.48919064,0.4465109,0.09177094,0.54465544,0.3973853,0.09464025,0.61051613,0.53084886,0.17104521,0.8579521,0.35227233,0.18766059,0.74463445,0.672704,0.18483426,0.84731644,0.23438187,0.21039906,0.3012386,0.8163003,0.1448759,0.8928401,0.09737691,0.19998033,0.852117,0.48032334,0.4519058,0.7770125,0.38813737,0.46442008,0.7720718,0.68773276,0.47582123,0.67497087,0.29783458,0.6776025,0.6689936,0.9076657,0.46321693,0.86486524,0.20238861,0.8559262,0.79974914,Half-Moon
0.49616304,0.04463574,0.49695542,0.52282894,0.03086564,0.5263073,0.4810461,0.02694939,0.76951486,0.5657664,0.05054818,0.5770204,0.4619256,0.03291617,0.658052,0.5780514,0.18444465,0.87434494,0.3645327,0.12022882,0.78022397,0.7657517,0.14029673,0.89988905,0.20832863,0.13986166,0.83226067,0.93524754,0.07795241,0.71025926,0.04350503,0.13738665,0.7886615,0.4135269,0.43607014,0.81044585,0.29958102,0.43002206,0.7573423,0.6522017,0.4961476,0.61062014,0.24464867,0.6721962,0.8926154,0.93547845,0.5164878,0.8238706,0.14740112,0.92925674,0.7674241,Half-Moon
0.40934476,0.88214046,0.63856846,0.40081385,0.8957763,0.8531006,0.42766294,0.9028397,0.717325,0.39616996,0.8734712,0.7896115,0.4613297,0.8912035,0.5190575,0.3457121,0.78191096,0.8687929,0.5254874,0.76978314,0.8989772,0.17329326,0.7793249,0.93300205,0.6920315,0.7504441,0.80544597,0.02126445,0.78675264,0.8426689,0.8448072,0.77662116,0.8798992,0.37074384,0.4826988,0.6603338,0.48325837,0.48510775,0.7210256,0.37182757,0.26690677,0.7773416,0.7104124,0.47773138,0.6977023,0.38447264,0.07377818,0.7865922,0.960662,0.5127677,0.88490194,Half-Moon
0.4667448,0.03529553,0.4226746,0.46294552,0.02088737,0.5260699,0.48666796,0.01133981,0.49142808,0.49978918,0.03787433,0.2756172,0.5495372,0.04156911,0.7146152,0.4217923,0.12486646,0.6862653,0.6005889,0.16701317,0.76313394,0.2674632,0.1417885,0.508431,0.769131,0.16950981,0.7416622,0.12838869,0.12545896,0.8118632,0.9173062,0.14762065,0.6616027,0.36267424,0.42537317,0.6643107,0.49146718,0.4368456,0.61219406,0.21797067,0.6623189,0.82193124,0.70436317,0.46189585,0.51321316,0.05941852,0.8835739,0.1909976,0.9306102,0.4447595,0.7036034,Half-Moon
0.5772712,0.91884977,0.71231294,0.6016848,0.93462276,0.8196545,0.56115097,0.9405563,0.5910234,0.6143339,0.8992408,0.8427082,0.52218217,0.91450983,0.85431796,0.62940925,0.7959537,0.84804,0.44492415,0.85322326,0.9258848,0.78504574,0.7905303,0.86022043,0.27845082,0.8305473,0.9024033,0.9159063,0.8016462,0.95893276,0.12961918,0.82829326,0.8421227,0.46725866,0.5622808,0.7134556,0.3466065,0.57947725,0.9053884,0.67926097,0.53932565,0.913161,0.1892188,0.32376635,0.81041414,0.9257889,0.5563729,0.930659,0.06192927,0.08206568,0.7137892,Half-Moon
0.3086004,0.85699314,0.6156323,0.33620805,0.882826,0.89956594,0.30865154,0.88449955,0.8480495,0.40342212,0.86764926,0.8461386,0.33838257,0.8750661,0.6746362,0.48809892,0.7594584,0.80738455,0.26787436,0.77199787,0.9559265,0.6555886,0.7226267,0.8984728,0.09494279,0.76042914,0.78190637,0.81593907,0.7316663,0.80092376,0.07782041,0.7624269,0.21690302,0.36829403,0.44362387,0.7298815,0.30559295,0.42676234,0.80366355,0.3295419,0.22403236,0.9534924,0.5857947,0.43243906,0.37530392,0.30156493,0.04480543,0.9076161,0.82521415,0.46234545,0.89026403,Half-Moon
0.47606477,0.8766406,0.5747297,0.47200558,0.8937498,0.7479373,0.49766913,0.8959583,0.567205,0.46630594,0.8703679,0.68992794,0.53127354,0.8712733,0.50199854,0.38659137,0.79983664,0.7248991,0.57770604,0.7525533,0.82265186,0.22763933,0.81431204,0.734596,0.74440014,0.75289005,0.8845189,0.08052088,0.8224537,0.8961762,0.8969541,0.7882693,0.8580232,0.32010967,0.5121217,0.69330895,0.40943196,0.49672553,0.9161466,0.32288086,0.2778711,0.769702,0.6599271,0.49571222,0.7711745,0.34113854,0.09618062,0.8950157,0.9182297,0.5320743,0.8579263,Half-Moon
0.48969606,0.08433854,0.8629711,0.48660776,0.06419599,0.8099966,0.526078,0.06971738,0.8405601,0.48810467,0.07274617,0.78193414,0.5674002,0.09965815,0.8592746,0.39514217,0.16025391,0.9287614,0.60030097,0.2187442,0.94421047,0.24467131,0.14863381,0.8604885,0.7579539,0.24652043,0.9727658,0.10379323,0.09505263,0.92504793,0.9061397,0.23370388,0.8867658,0.35539392,0.47281402,0.88553953,0.47790262,0.45919305,0.96132404,0.3165054,0.70365256,0.9063413,0.6703737,0.48249987,0.83322036,0.27285826,0.8749754,0.65263873,0.9243081,0.49081266,0.9205525,Half-Moon
0.51885784,0.9177542,0.66914004,0.54787815,0.9366659,0.55148315,0.5036096,0.9434529,0.827606,0.57074755,0.91175497,0.7685323,0.47835505,0.9262635,0.80936474,0.60011816,0.7867709,0.9522406,0.3924361,0.85803103,0.72093695,0.75651675,0.76682216,0.91135466,0.2274861,0.85302085,0.937434,0.8868055,0.7723483,0.9437998,0.08312221,0.8677745,0.9424446,0.46557862,0.5666554,0.59958494,0.3233228,0.56398827,0.7642767,0.6719194,0.53644884,0.8778199,0.23344731,0.30354276,0.8392343,0.9170946,0.5514231,0.82293224,0.13672309,0.06330104,0.6530433,Half-Moon
0.52169585,0.9301309,0.762607,0.5506749,0.9446315,0.8257125,0.51594436,0.95185274,0.783955,0.5952827,0.9018871,0.9010088,0.5192756,0.9349321,0.7640653,0.6160109,0.8025982,0.93116486,0.42625904,0.86259377,0.8804059,0.7592514,0.78991836,0.9264063,0.2692723,0.87524825,0.81003225,0.870493,0.78704304,0.94954926,0.13466898,0.89047855,0.76095074,0.47465125,0.57796204,0.58546185,0.3426322,0.5853992,0.50652033,0.65130466,0.5486547,0.90226203,0.2579505,0.31913036,0.7015647,0.8751066,0.56855327,0.8028517,0.18397361,0.10296382,0.22748794,Half-Moon
0.48059222,0.07919562,0.75236666,0.452821,0.07343879,0.8378159,0.45871592,0.06961042,0.89820176,0.41318434,0.10868216,0.84839773,0.42575774,0.10381299,0.83364385,0.35963342,0.21848288,0.9238716,0.5466723,0.1825225,0.93080354,0.22401103,0.27006605,0.8989865,0.68614554,0.21207595,0.9185459,0.09513187,0.28419638,0.8182919,0.8061619,0.20042083,0.9124538,0.40099794,0.46860015,0.76697725,0.5096987,0.45636803,0.8238065,0.37346825,0.70083135,0.9444402,0.7010293,0.47371653,0.9392527,0.34197268,0.90330505,0.8890565,0.91739243,0.4650624,0.94448346,Half-Moon
0.44604734,0.11555903,0.74509215,0.4472183,0.10079202,0.9185628,0.47169545,0.08967548,0.8572679,0.476092,0.11372267,0.69472325,0.5337264,0.10562618,0.7556433,0.40628013,0.19420393,0.8674344,0.60315573,0.21004465,0.963797,0.25901142,0.22053467,0.943438,0.7673974,0.2066315,0.9479059,0.11019395,0.2102511,0.89080507,0.90185213,0.20031248,0.9064909,0.36476663,0.4676785,0.67963487,0.47648817,0.46479583,0.72964615,0.38154244,0.72877103,0.87515724,0.7172603,0.49254102,0.95023197,0.3917703,0.96044654,0.86610365,0.92756206,0.46617585,0.87267363,Half-Moon
0.4459901,0.10533619,0.5467838,0.4417924,0.09514257,0.5333417,0.45962924,0.08325534,0.6802294,0.47426826,0.11115792,0.23108189,0.5140312,0.09796491,0.5386775,0.39989787,0.20183817,0.5736913,0.5981152,0.23044784,0.7828524,0.24168268,0.19125257,0.77927667,0.7487221,0.24343866,0.77353835,0.10527727,0.14644687,0.7657684,0.88330877,0.23795539,0.5525024,0.36594573,0.45675105,0.44132376,0.47935224,0.47810727,0.62242335,0.22996065,0.72140586,0.6452995,0.7202889,0.50491923,0.8140644,0.96221554,0.49258044,0.29963437,0.95040977,0.49837032,0.46148556,Half-Moon
0.46630126,0.9312667,0.7827196,0.49185383,0.95342404,0.71712834,0.45679,0.956754,0.83014697,0.53562576,0.92996216,0.8916854,0.46180663,0.9478472,0.8287294,0.57749003,0.820158,0.8716987,0.3939386,0.8557196,0.9526809,0.7205583,0.8294748,0.8550308,0.2418554,0.82380915,0.92412966,0.83735263,0.8434359,0.9512223,0.11081056,0.8200734,0.896857,0.4952412,0.5763862,0.8767903,0.38610363,0.55928683,0.8933217,0.6861338,0.57229674,0.9517881,0.40064687,0.32923332,0.93295676,0.91096383,0.5548271,0.94896644,0.40140614,0.11537594,0.90275204,Half-Moon
0.50847316,0.9704524,0.8223386,0.5206581,0.9898419,0.89763266,0.48960182,0.98682827,0.9028898,0.561196,0.9716329,0.80932534,0.46666047,0.962986,0.85771894,0.60921264,0.85482913,0.6993424,0.42504048,0.8669411,0.9086318,0.7551385,0.84348613,0.77561253,0.2842215,0.8336253,0.9152572,0.88354707,0.86736405,0.9762336,0.14692017,0.8434712,0.92058694,0.5173744,0.58050555,0.7334295,0.40939933,0.58217496,0.84762615,0.71172994,0.5782868,0.8245888,0.40867996,0.32727188,0.7433806,0.9464728,0.5855293,0.86995775,0.38064644,0.08629923,0.8761338,Half-Moon
0.466299,0.09263024,0.66310585,0.44630376,0.07995561,0.7035262,0.4866597,0.06866939,0.85001945,0.42678848,0.09783347,0.58577776,0.5098033,0.08896232,0.87245226,0.3652204,0.18978041,0.86563253,0.56101847,0.1868195,0.89459574,0.24925289,0.20217776,0.65743464,0.7021129,0.21425198,0.91356987,0.09671292,0.18549603,0.91127694,0.8369559,0.21796474,0.8431188,0.42115733,0.47008553,0.781661,0.52323824,0.46392468,0.91296834,0.41620794,0.7374315,0.8839949,0.7215626,0.484534,0.8574718,0.40730047,0.92549926,0.8540854,0.9394871,0.48943284,0.94635737,Half-Moon
0.39173794,0.9050731,0.836558,0.4082105,0.92439467,0.7184728,0.36628413,0.9170777,0.6519289,0.42264664,0.8984019,0.7421967,0.33415475,0.8772408,0.8576718,0.49110273,0.7960192,0.8915743,0.30322093,0.806794,0.89511985,0.6319269,0.7879854,0.87712413,0.13101831,0.7938504,0.68431675,0.79014444,0.80316854,0.7116242,0.0414908,0.7910449,0.10794538,0.5346033,0.528497,0.7671619,0.47066247,0.5004171,0.8505636,0.57981294,0.26937747,0.917309,0.7816763,0.4743173,0.5600279,0.62260175,0.03522862,0.87590015,0.94741964,0.43929747,0.32082778,Half-Moon
0.4104543,0.06055756,0.2788656,0.4046223,0.0378081,0.3696991,0.44036004,0.02586745,0.5504211,0.40716454,0.05863935,0.557291,0.48334998,0.06324223,0.59054077,0.33694533,0.1508984,0.8176711,0.5434211,0.17695478,0.9346904,0.18224303,0.16207577,0.9081511,0.7032546,0.14914088,0.86527073,0.04296576,0.15280165,0.44162357,0.8504579,0.12074849,0.7692023,0.28313377,0.44871247,0.7709793,0.4270587,0.45358846,0.73835546,0.22123526,0.6844419,0.9142148,0.6310403,0.44324008,0.71592057,0.17039283,0.90488046,0.8834419,0.874426,0.44189173,0.88755137,Half-Moon
0.51888967,0.93280536,0.29907745,0.50670284,0.94485515,0.27633584,0.5015691,0.94019705,0.3793036,0.46618938,0.9211449,0.18807329,0.45474255,0.9139454,0.24662648,0.482236,0.80891585,0.29976678,0.4365619,0.7947435,0.22138004,0.6715701,0.77258056,0.43861192,0.6663981,0.7743439,0.12331389,0.8510044,0.78286767,0.38274044,0.85163784,0.7786814,0.16180855,0.4062418,0.5655331,0.24726701,0.3273412,0.5453519,0.26142746,0.6665716,0.4919152,0.3945611,0.66104186,0.4881179,0.2521658,0.90565526,0.5067473,0.35940087,0.9122182,0.5021511,0.48145878,Half-Moon
0.4122244,0.06950193,0.76375484,0.39588225,0.05954016,0.81261647,0.43645674,0.04665054,0.61913234,0.3871697,0.08306538,0.6702649,0.47772413,0.07220373,0.70916677,0.31836984,0.16796596,0.74451965,0.5247101,0.19803339,0.81346864,0.15597199,0.22863145,0.8478886,0.6860631,0.23228195,0.9330369,0.05718129,0.20777327,0.04607525,0.83576,0.26245356,0.6204217,0.34012786,0.4618933,0.88684815,0.43501222,0.45610404,0.8490153,0.64488626,0.47952974,0.7893543,0.39722607,0.7063905,0.8299034,0.87567365,0.48905975,0.900807,0.3633944,0.87288755,0.7735081,Half-Moon
0.43889153,0.9298404,0.54355526,0.43296593,0.9437526,0.5067987,0.45810956,0.94649756,0.6492052,0.42393196,0.9216169,0.7805759,0.48828855,0.9170357,0.47986382,0.33352423,0.855979,0.62704813,0.5195764,0.78533113,0.83446383,0.14393446,0.8460244,0.8807789,0.6984147,0.7850392,0.9059143,0.01560204,0.8572662,0.32652244,0.8607214,0.8154209,0.8242332,0.24739556,0.5252368,0.8202752,0.33902997,0.5103513,0.884933,0.23606083,0.21984594,0.926571,0.62722397,0.48818135,0.65607303,0.9038653,0.519731,0.6978816,0.902729,0.5197671,0.6173319,Half-Moon
0.5049123,0.26300797,0.76451683,0.4940353,0.24939634,0.7351375,0.5207894,0.25356045,0.6794782,0.47466183,0.260024,0.7100753,0.53093743,0.2682631,0.76300234,0.43271297,0.30673158,0.81257063,0.56892747,0.31915218,0.74859905,0.33512002,0.31817818,0.7918531,0.65024495,0.32081473,0.78385144,0.23727642,0.3018498,0.9060163,0.75144815,0.31014857,0.91513747,0.4019004,0.47414553,0.58706546,0.48427874,0.4820188,0.5864057,0.3151641,0.62194353,0.85726523,0.58606887,0.5245031,0.93105,0.22713226,0.74818814,0.9272954,0.7425279,0.52793604,0.6750079,Half-Moon
0.525831,0.5523543,0.28606045,0.52575624,0.5374441,0.53136593,0.53951854,0.53954643,0.5452742,0.5260026,0.54557556,0.63886046,0.55334425,0.546312,0.39570358,0.4913186,0.5762333,0.68038505,0.5938634,0.6062947,0.44055408,0.4170879,0.5883836,0.43401378,0.6653974,0.60671824,0.8422839,0.34821135,0.5774856,0.748613,0.7389163,0.59150887,0.7667221,0.45101023,0.71951663,0.5350264,0.5251273,0.7341595,0.6518539,0.3982945,0.82870144,0.47245428,0.6253662,0.7546979,0.62537813,0.31846988,0.94518745,0.7000187,0.73704857,0.7399347,0.60003024,Half-Moon
0.5376704,0.10450391,0.8709738,0.5207001,0.08781183,0.8760387,0.52422434,0.08810548,0.8920776,0.46999633,0.09842618,0.89703417,0.48292664,0.0970282,0.844007,0.39199722,0.19944166,0.92218655,0.5550613,0.19621754,0.7611685,0.25125217,0.24105427,0.79284275,0.7040362,0.20414504,0.97256285,0.10948078,0.25546992,0.9073838,0.83585596,0.19245477,0.90741557,0.41084287,0.4654132,0.71248853,0.51422495,0.45066887,0.8859604,0.39661294,0.6927962,0.90254724,0.7177338,0.4711432,0.8708143,0.38346148,0.89582,0.9508694,0.9356764,0.493569,0.9581788,Half-Moon
0.49142787,0.7565172,0.83110505,0.5093908,0.7713936,0.8577014,0.48367605,0.7703255,0.7156418,0.53710055,0.7517608,0.8680697,0.4887433,0.7495665,0.6572893,0.5691919,0.67476207,0.76744324,0.44594562,0.69089013,0.6998651,0.6669054,0.66489637,0.9102777,0.3568281,0.69179803,0.78148353,0.75866073,0.67186636,0.8357367,0.25140226,0.6884061,0.701011,0.5403251,0.49618965,0.61863035,0.4637337,0.4948716,0.7907196,0.62882406,0.47971082,0.78164667,0.47406077,0.3393042,0.73489136,0.7870513,0.48959926,0.78381675,0.44680327,0.20138401,0.66684973,Half-Moon
0.564522,0.16424924,0.6101141,0.5524457,0.15550153,0.66412216,0.58474994,0.152113,0.767085,0.529841,0.1731574,0.7998465,0.59525174,0.17397088,0.7361764,0.47713304,0.21673554,0.89087576,0.62453187,0.25384694,0.88441443,0.36639807,0.23488045,0.80607647,0.7377798,0.26084656,0.7717204,0.26845312,0.21809989,0.84768605,0.8335535,0.25988537,0.951324,0.44599712,0.43304542,0.80933726,0.52598643,0.4402406,0.72048527,0.4038995,0.62030673,0.8884378,0.6965511,0.4392008,0.9150834,0.3567734,0.75869125,0.9211269,0.86489964,0.4253848,0.8872954,Half-Moon
0.47464773,0.6601061,0.8185031,0.49644247,0.6699126,0.6606087,0.47024533,0.6723463,0.6718873,0.5240247,0.6443418,0.842522,0.47920674,0.6537294,0.8149146,0.55764854,0.5899322,0.84441036,0.42187077,0.594161,0.7819248,0.6526774,0.58306354,0.8878984,0.33341646,0.59378135,0.94258434,0.7328277,0.61457735,0.9202339,0.24201776,0.62573946,0.78584534,0.526601,0.39972362,0.7173753,0.4290612,0.39515433,0.86113834,0.6546985,0.376619,0.9194049,0.41183513,0.23193683,0.629795,0.79490983,0.38967472,0.7679198,0.37852395,0.09935799,0.89564997,Half-Moon
0.48049858,0.6508445,0.4634806,0.4808803,0.6592085,0.5298092,0.47299275,0.6609343,0.6053318,0.48387626,0.6502279,0.70963603,0.46697596,0.6542883,0.7023012,0.5351766,0.6136285,0.6723731,0.43458307,0.6140164,0.792366,0.6017979,0.6197172,0.581645,0.35413474,0.6094514,0.46878728,0.66063297,0.63493484,0.6955064,0.28737506,0.6100857,0.7334546,0.5129379,0.47214866,0.6883204,0.4212299,0.4943649,0.7170946,0.572739,0.46067122,0.30007276,0.36127287,0.35583198,0.6574947,0.6645534,0.4674779,0.28670713,0.32238317,0.2667683,0.7567292,Half-Moon
0.49414456,0.31048802,0.48624662,0.5028518,0.30333573,0.57884246,0.509017,0.30595112,0.6997612,0.5195411,0.31261286,0.7208445,0.53252316,0.31884825,0.7339158,0.48079255,0.35899767,0.5398938,0.55189323,0.3822249,0.4514345,0.35670546,0.36512524,0.3877225,0.64072585,0.4010434,0.7969653,0.28625053,0.36351973,0.62828726,0.72671795,0.39663115,0.78105026,0.4203588,0.53277576,0.77901137,0.46141323,0.5209627,0.5996991,0.41460782,0.6846303,0.8811554,0.60660756,0.5358572,0.685627,0.40955842,0.8076819,0.84238017,0.72860134,0.5255944,0.87393725,Half-Moon
0.32872087,0.46987078,0.66675586,0.33724028,0.448169,0.57972175,0.33729547,0.44587153,0.8662831,0.38548464,0.4488971,0.782842,0.38245556,0.44770318,0.79064095,0.42882648,0.51507497,0.835529,0.4344446,0.49481687,0.7792292,0.25542405,0.50723803,0.8232185,0.2569474,0.5023737,0.8027387,0.12837864,0.45263365,0.65273076,0.1316462,0.4536903,0.75299454,0.7433967,0.61043644,0.9260554,0.76497436,0.5804535,0.9117507,0.6502773,0.8203522,0.89505047,0.92632204,0.37387407,0.865073,0.8857329,0.87989825,0.9634325,0.93567586,0.10193612,0.9072868,Low Lunge
0.37200415,0.6898978,0.5716468,0.3518912,0.6756638,0.92240757,0.35273224,0.6693618,0.8451658,0.35110366,0.6173609,0.8315908,0.35627875,0.60992694,0.62337065,0.43368104,0.6293014,0.8538535,0.44653568,0.58211356,0.6952662,0.26903963,0.64466536,0.66519237,0.26127917,0.61464006,0.76964813,0.14188102,0.62326443,0.56939,0.13680826,0.60743827,0.7331731,0.72533065,0.66603684,0.71476054,0.76693535,0.62360036,0.7762371,0.62935567,0.8715359,0.8531824,0.90581423,0.3815133,0.86992526,0.88818973,0.8755795,0.9617312,0.9023947,0.09534997,0.8712727,Low Lunge
0.28094077,0.5742359,0.42244425,0.28375787,0.60014033,0.49484175,0.2748277,0.59171027,0.53345317,0.34705383,0.62107825,0.4465622,0.32856467,0.60717547,0.44399914,0.43315285,0.57581604,0.58695626,0.41022414,0.5487319,0.47207037,0.22912923,0.6274062,0.46839744,0.2603623,0.59357464,0.14927725,0.10785845,0.70982957,0.58771837,0.10722612,0.7132889,0.3832002,0.75450325,0.47397286,0.6596361,0.72417116,0.38017952,0.73565686,0.96774435,0.7019697,0.49402955,0.6540541,0.22214614,0.63519204,0.9619947,0.7175661,0.03512896,0.91695666,0.2282644,0.80491936,Low Lunge
0.26089934,0.46636352,0.75064254,0.26640207,0.44469416,0.71481466,0.26522392,0.44109294,0.6723921,0.31961152,0.43223923,0.82373446,0.3236489,0.4309397,0.77266186,0.41212964,0.48609552,0.7249285,0.4073335,0.5040404,0.86058545,0.25126353,0.40124872,0.8102714,0.25371212,0.39997312,0.8514506,0.13218495,0.3113106,0.76284236,0.1343663,0.30507073,0.6713505,0.6995541,0.5661015,0.8057746,0.69975704,0.61462736,0.9097744,0.86746913,0.3960034,0.8591826,0.6119117,0.88346183,0.92332804,0.88258,0.15253578,0.8824664,0.87175876,0.8540412,0.8981801,Low Lunge
0.20616391,0.4993237,0.7853122,0.22074062,0.53089005,0.6996706,0.21544993,0.52860445,0.55306673,0.28234416,0.53417104,0.7750238,0.27547193,0.5271699,0.82938033,0.35775602,0.47108603,0.889012,0.31417817,0.4341757,0.76175606,0.24153179,0.6036811,0.44031796,0.1976296,0.5792939,0.53746426,0.16958721,0.7424628,0.5652375,0.16817145,0.71514213,0.70111185,0.64264697,0.33846933,0.71378374,0.6185032,0.27893162,0.81652325,0.78706115,0.5839969,0.8405669,0.5258051,0.05294772,0.8692339,0.7797587,0.8576555,0.9110594,0.7618964,0.14449917,0.9704896,Low Lunge
