Keypoints,Class
"[[0.60823643 0.46274805 0.47486275]
 [0.6293942  0.4744676  0.65967995]
 [0.6295299  0.47833169 0.65044653]
 [0.59936446 0.5544588  0.5028974 ]
 [0.59984344 0.5598103  0.4277968 ]
 [0.4744784  0.53046215 0.22682719]
 [0.48571038 0.6258803  0.57297134]
 [0.7078563  0.4691761  0.3530167 ]
 [0.7212174  0.48809263 0.8204738 ]
 [0.8619247  0.38877192 0.42112875]
 [0.93769944 0.4202582  0.6165304 ]
 [0.09226222 0.37720764 0.70114315]
 [0.09368791 0.42896655 0.6887764 ]
 [0.48670405 0.4119894  0.7232932 ]
 [0.5007276  0.41261613 0.45553094]
 [0.84902716 0.3898434  0.4502575 ]
 [0.9141929  0.42394346 0.3677412 ]]",Forward Bend with Shoulder Opener
"[[0.53303933 0.53121823 0.5531926 ]
 [0.56109935 0.5535834  0.55811745]
 [0.5529853  0.55332255 0.73933613]
 [0.54697853 0.6270008  0.45374194]
 [0.5422065  0.6225272  0.5660951 ]
 [0.419152   0.6726757  0.7048303 ]
 [0.44132918 0.6641224  0.46314624]
 [0.6828301  0.60394365 0.52927303]
 [0.7190504  0.6174082  0.7650464 ]
 [0.85120505 0.59885687 0.6866652 ]
 [0.9546728  0.63894737 0.83318204]
 [0.1361019  0.30899358 0.699695  ]
 [0.13481307 0.3084897  0.79489934]
 [0.51313174 0.3707074  0.772611  ]
 [0.52410555 0.37317845 0.7953589 ]
 [0.86030877 0.38065562 0.46929383]
 [0.8767914  0.3899002  0.87270224]]",Forward Bend with Shoulder Opener
"[[0.5002095  0.48151395 0.5326351 ]
 [0.51201874 0.48846868 0.5032121 ]
 [0.50853497 0.48924193 0.5815939 ]
 [0.49377003 0.52546364 0.61946607]
 [0.4856199  0.52136815 0.48059314]
 [0.46168172 0.5190953  0.4239257 ]
 [0.456341   0.5401125  0.5863241 ]
 [0.5569316  0.46069118 0.47834656]
 [0.560996   0.47040868 0.24129339]
 [0.6476526  0.4449968  0.3162104 ]
 [0.6876262  0.44902813 0.3303767 ]
 [0.27072513 0.41966555 0.74550176]
 [0.26985398 0.41874906 0.7341634 ]
 [0.4892149  0.45369178 0.42790303]
 [0.48378628 0.45689481 0.30910847]
 [0.64989597 0.4461891  0.3265949 ]
 [0.68099034 0.4446271  0.30216104]]",Forward Bend with Shoulder Opener
"[[0.60011226 0.48944595 0.4730502 ]
 [0.6211796  0.4682803  0.44877738]
 [0.62163323 0.4690241  0.52911484]
 [0.591507   0.39258245 0.6708954 ]
 [0.5951172  0.38691914 0.5865574 ]
 [0.49105808 0.38490555 0.61996496]
 [0.47490212 0.35682747 0.7215315 ]
 [0.5248377  0.6932554  0.8811823 ]
 [0.53632313 0.61017436 0.25273815]
 [0.75165504 0.6374178  0.5268008 ]
 [0.72198695 0.6328392  0.35451594]
 [0.07040231 0.60193545 0.46824703]
 [0.07516214 0.5815794  0.42076132]
 [0.49047893 0.59173226 0.51728076]
 [0.47549024 0.56573015 0.6245157 ]
 [0.8664841  0.5551127  0.49393237]
 [0.8429995  0.5380343  0.25805175]]",Forward Bend with Shoulder Opener
"[[0.5403471  0.49263704 0.27458653]
 [0.5633162  0.50542694 0.62126714]
 [0.5567276  0.5072599  0.60150623]
 [0.55413914 0.5577387  0.65144026]
 [0.54656154 0.555861   0.5836592 ]
 [0.49157956 0.5594909  0.46734908]
 [0.48066258 0.5600742  0.6559205 ]
 [0.5278628  0.39825577 0.51027966]
 [0.52565455 0.396069   0.8896368 ]
 [0.6572076  0.40414324 0.42077863]
 [0.6640605  0.39762315 0.45778617]
 [0.26200452 0.4422645  0.68086267]
 [0.25985536 0.4362574  0.69659895]
 [0.50495124 0.42866534 0.7481512 ]
 [0.50652325 0.4445326  0.47300544]
 [0.7123463  0.43083605 0.6750082 ]
 [0.72751695 0.435022   0.63642293]]",Forward Bend with Shoulder Opener
"[[0.652909   0.44210336 0.4793891 ]
 [0.6615678  0.43448988 0.51192784]
 [0.66453546 0.43509752 0.5078912 ]
 [0.649846   0.3996822  0.6202875 ]
 [0.65540546 0.39836016 0.49981812]
 [0.59685385 0.39064538 0.61275774]
 [0.5976627  0.3852721  0.68280363]
 [0.6952059  0.5026888  0.75603914]
 [0.69482076 0.48308316 0.537658  ]
 [0.8057984  0.5059051  0.5557796 ]
 [0.79326206 0.46426988 0.4919252 ]
 [0.41182247 0.5197339  0.75472534]
 [0.41053668 0.5147512  0.7844947 ]
 [0.6185051  0.46379554 0.70027506]
 [0.6112016  0.46341327 0.4105889 ]
 [0.80660087 0.49431565 0.4816412 ]
 [0.7961671  0.45782295 0.55352086]]",Forward Bend with Shoulder Opener
"[[0.55483216 0.24871267 0.67917347]
 [0.5252566  0.22410059 0.85173   ]
 [0.52824306 0.22225459 0.78691447]
 [0.446757   0.2541337  0.7395798 ]
 [0.45049202 0.2505637  0.7477146 ]
 [0.45333564 0.43020374 0.69919735]
 [0.40074772 0.41695592 0.65997505]
 [0.69962883 0.5958154  0.81906044]
 [0.66603005 0.5848048  0.3720158 ]
 [0.93968636 0.6379984  0.857186  ]
 [0.85839194 0.69160855 0.16024481]
 [0.12805852 0.7904805  0.63022673]
 [0.12425952 0.7639865  0.5030279 ]
 [0.5155712  0.7127417  0.92649865]
 [0.50126934 0.6956014  0.7025783 ]
 [0.8901224  0.68924576 0.7098563 ]
 [0.8462431  0.689557   0.77526855]]",Forward Bend with Shoulder Opener
"[[0.6578599  0.45595375 0.47577885]
 [0.68068826 0.4665591  0.54698825]
 [0.680434   0.46658286 0.5697756 ]
 [0.6657448  0.5385697  0.6458709 ]
 [0.66184676 0.54045767 0.6298052 ]
 [0.5558794  0.5609495  0.6908286 ]
 [0.5514478  0.5888325  0.6910293 ]
 [0.7022191  0.3966449  0.5621275 ]
 [0.7140828  0.39016333 0.645563  ]
 [0.85964876 0.4050445  0.36355296]
 [0.8948604  0.40050745 0.56060064]
 [0.22612102 0.34817252 0.8579808 ]
 [0.22567892 0.3501169  0.7442072 ]
 [0.57308084 0.3958488  0.6422559 ]
 [0.5738013  0.38941857 0.5394038 ]
 [0.87639385 0.4095823  0.62718296]
 [0.8874546  0.40563458 0.5194099 ]]",Forward Bend with Shoulder Opener
"[[0.50532895 0.4824562  0.3627055 ]
 [0.53767884 0.4848892  0.37226218]
 [0.5367656  0.4494112  0.5367687 ]
 [0.51293933 0.46756145 0.59623706]
 [0.51073974 0.38658497 0.42454123]
 [0.37813026 0.5492256  0.39333   ]
 [0.3737154  0.30669323 0.8853215 ]
 [0.6094813  0.6865747  0.62775445]
 [0.563452   0.3016025  0.45257142]
 [0.836821   0.6939692  0.6402149 ]
 [0.7406859  0.2905725  0.1814041 ]
 [0.11147456 0.7149543  0.7953546 ]
 [0.09709024 0.5575734  0.6784661 ]
 [0.44902337 0.6607159  0.8016644 ]
 [0.43569678 0.5292484  0.6675854 ]
 [0.8065051  0.6436237  0.4806953 ]
 [0.75114167 0.50498754 0.5802767 ]]",Forward Bend with Shoulder Opener
"[[0.6028477  0.49866027 0.31833938]
 [0.6341408  0.47934666 0.47189426]
 [0.6334634  0.47977382 0.5454645 ]
 [0.6089492  0.39932907 0.67851424]
 [0.6128519  0.39739135 0.57501197]
 [0.48562613 0.3739519  0.72235525]
 [0.49063376 0.39329055 0.5987446 ]
 [0.6938574  0.5112473  0.5716558 ]
 [0.6925131  0.51842505 0.5252632 ]
 [0.9220167  0.58739364 0.7083132 ]
 [0.88692796 0.57701886 0.34399372]
 [0.12456736 0.6365923  0.7262152 ]
 [0.13052887 0.62913865 0.74329454]
 [0.5376262  0.6249518  0.62099165]
 [0.54392606 0.6154361  0.58347183]
 [0.92032325 0.58707786 0.51704204]
 [0.8714585  0.5964782  0.34749663]]",Forward Bend with Shoulder Opener
"[[0.5285609  0.4477215  0.4830537 ]
 [0.5485648  0.45598844 0.71000063]
 [0.5516897  0.4587959  0.71637714]
 [0.5474441  0.52856433 0.49966314]
 [0.5450272  0.52693427 0.5542178 ]
 [0.43349728 0.5631923  0.5974896 ]
 [0.44449735 0.5780758  0.59207094]
 [0.5894273  0.3933521  0.29109275]
 [0.62598395 0.39645487 0.70967054]
 [0.6947202  0.3952702  0.43921995]
 [0.7958409  0.3864891  0.62468654]
 [0.11011084 0.3619837  0.7806586 ]
 [0.11105464 0.35253188 0.8023901 ]
 [0.45214373 0.35768375 0.6238522 ]
 [0.4538945  0.358054   0.7856898 ]
 [0.6804064  0.3701962  0.28545132]
 [0.7145566  0.42526084 0.1452924 ]]",Forward Bend with Shoulder Opener
"[[0.42876673 0.8294049  0.8353859 ]
 [0.39270702 0.8450975  0.75637406]
 [0.38478464 0.8303503  0.81053054]
 [0.31873673 0.77814096 0.79149437]
 [0.30700764 0.75270313 0.80905867]
 [0.34967887 0.6958184  0.6761183 ]
 [0.33191198 0.54625124 0.89565945]
 [0.6158921  0.6327922  0.8914889 ]
 [0.6196984  0.5230225  0.75980234]
 [0.8594987  0.64120626 0.8879785 ]
 [0.87632596 0.53838533 0.7922299 ]
 [0.13986605 0.2972991  0.7014889 ]
 [0.11639956 0.20678538 0.6631522 ]
 [0.5294233  0.31182232 0.6732507 ]
 [0.5165612  0.23349106 0.9301085 ]
 [0.8843436  0.3249353  0.85721326]
 [0.90884537 0.26822144 0.67307895]]",Forward Bend with Shoulder Opener
"[[0.64457536 0.5314359  0.554679  ]
 [0.662758   0.5367071  0.6234497 ]
 [0.6623181  0.5327739  0.6665518 ]
 [0.6473033  0.5926135  0.620368  ]
 [0.64613616 0.59664774 0.68119526]
 [0.555938   0.61939645 0.48240677]
 [0.55114067 0.6011682  0.5939177 ]
 [0.57890016 0.42867452 0.31864604]
 [0.5833758  0.40859726 0.6464187 ]
 [0.70173264 0.48009405 0.44470698]
 [0.71946573 0.47237244 0.63169825]
 [0.2622434  0.56253856 0.6469007 ]
 [0.26245272 0.560834   0.66419035]
 [0.5280907  0.48895863 0.50106066]
 [0.52581805 0.50833184 0.3007457 ]
 [0.73684984 0.49716726 0.3495083 ]
 [0.74243194 0.48176113 0.40909788]]",Forward Bend with Shoulder Opener
"[[0.49197438 0.5159692  0.4596528 ]
 [0.5309697  0.53164566 0.57718277]
 [0.5183186  0.5355177  0.43375254]
 [0.5198474  0.62408453 0.7012296 ]
 [0.5113463  0.6231567  0.5562589 ]
 [0.43838626 0.6582043  0.6112044 ]
 [0.44074836 0.67290825 0.6315305 ]
 [0.6581033  0.5338481  0.4711854 ]
 [0.7581951  0.57199043 0.88059044]
 [0.8934226  0.5326624  0.41754907]
 [0.9735677  0.5437202  0.62248343]
 [0.10796798 0.3698652  0.75908834]
 [0.10637181 0.38087144 0.6813514 ]
 [0.5006422  0.42633593 0.5786961 ]
 [0.49732575 0.43134415 0.6039498 ]
 [0.8832939  0.48467755 0.5452579 ]
 [0.9004202  0.5054865  0.26829532]]",Forward Bend with Shoulder Opener
"[[0.63150465 0.48344052 0.41494447]
 [0.6572077  0.46266234 0.59201616]
 [0.65906715 0.463613   0.5235896 ]
 [0.6252114  0.37887865 0.6164747 ]
 [0.6306444  0.38599542 0.48625416]
 [0.48844218 0.35220048 0.64692724]
 [0.5053195  0.4321812  0.17366488]
 [0.70349723 0.5859867  0.77381206]
 [0.6886893  0.5799397  0.4092624 ]
 [0.8552785  0.67598754 0.5373467 ]
 [0.8419513  0.67281646 0.37628138]
 [0.10830875 0.6420703  0.72216403]
 [0.10713298 0.642168   0.72580755]
 [0.5164073  0.57853764 0.18668696]
 [0.5128741  0.5514746  0.2960406 ]
 [0.9760422  0.5585375  0.3613233 ]
 [0.957138   0.52314824 0.36781055]]",Forward Bend with Shoulder Opener
"[[0.61103976 0.5264331  0.48115727]
 [0.6304818  0.53548914 0.62875736]
 [0.62991285 0.53543335 0.66592306]
 [0.60608727 0.57730114 0.5392699 ]
 [0.6048502  0.5730238  0.49596414]
 [0.53995156 0.57807094 0.77399266]
 [0.5486188  0.583747   0.7764536 ]
 [0.64516765 0.46349773 0.3795767 ]
 [0.683705   0.45881948 0.7295706 ]
 [0.73001474 0.43568847 0.36102048]
 [0.81030864 0.43055758 0.65935624]
 [0.3283684  0.39933154 0.62587553]
 [0.33501926 0.38887137 0.6798258 ]
 [0.5658697  0.42740726 0.7699152 ]
 [0.57785755 0.41935316 0.27227995]
 [0.75640035 0.42417467 0.40714318]
 [0.8087102  0.4256857  0.52500474]]",Forward Bend with Shoulder Opener
"[[0.44916674 0.8824473  0.80364645]
 [0.46772352 0.9116216  0.6027738 ]
 [0.42779905 0.9036042  0.9016942 ]
 [0.4923412  0.903952   0.8589253 ]
 [0.40379933 0.88902056 0.7760881 ]
 [0.54234624 0.82383555 0.9379567 ]
 [0.37045154 0.79193485 0.91947883]
 [0.686498   0.8013729  0.8825634 ]
 [0.23332469 0.7602351  0.9592463 ]
 [0.8147817  0.81480664 0.8260891 ]
 [0.10360873 0.7606092  0.8485779 ]
 [0.5258115  0.5635986  0.8827002 ]
 [0.4158192  0.53708065 0.7865502 ]
 [0.72825193 0.5300985  0.8252114 ]
 [0.3945464  0.3179199  0.88076997]
 [0.93950164 0.53336626 0.93677926]
 [0.37152797 0.10663021 0.90223   ]]",Half-Moon
"[[0.40417215 0.09092414 0.8521867 ]
 [0.391366   0.0795878  0.7986499 ]
 [0.42603615 0.06483766 0.9118482 ]
 [0.39605218 0.10051925 0.80396825]
 [0.47018132 0.08866714 0.75523674]
 [0.35858467 0.20193127 0.78989494]
 [0.54521346 0.1980385  0.96873593]
 [0.20960845 0.22606252 0.9333455 ]
 [0.6921439  0.21552192 0.9392795 ]
 [0.07767364 0.2227147  0.95595455]
 [0.81761473 0.22579548 0.94603455]
 [0.46483094 0.49602672 0.9153763 ]
 [0.5243093  0.4815039  0.5939392 ]
 [0.710248   0.47818223 0.8438092 ]
 [0.50741714 0.7143985  0.91705805]
 [0.9264111  0.49104235 0.95136607]
 [0.46366096 0.9302247  0.93938   ]]",Half-Moon
"[[0.54431987 0.91442335 0.58490527]
 [0.5720336  0.93651724 0.70673275]
 [0.52977616 0.942389   0.7496208 ]
 [0.60911983 0.9119218  0.8719847 ]
 [0.52388585 0.9308068  0.89459985]
 [0.63947994 0.8206785  0.8529905 ]
 [0.454141   0.8470158  0.8039621 ]
 [0.7912762  0.83062077 0.95406306]
 [0.29831633 0.8361621  0.86313653]
 [0.9417859  0.84504277 0.91437775]
 [0.13708727 0.85240906 0.9063875 ]
 [0.49347574 0.56136656 0.6366999 ]
 [0.37957567 0.60206676 0.7829145 ]
 [0.683791   0.5084945  0.93501204]
 [0.25804    0.3668545  0.8616837 ]
 [0.9373483  0.50108254 0.8960635 ]
 [0.11465615 0.15408519 0.8704658 ]]",Half-Moon
"[[0.39289287 0.07474656 0.7793965 ]
 [0.40155384 0.05932371 0.61370116]
 [0.41541713 0.05431922 0.84601575]
 [0.44089687 0.07125595 0.7301897 ]
 [0.4731026  0.07176036 0.6475922 ]
 [0.35534048 0.1667326  0.9002839 ]
 [0.53801394 0.16278955 0.8197453 ]
 [0.21338041 0.16629457 0.8784723 ]
 [0.6854111  0.21150415 0.92969227]
 [0.09340326 0.12681724 0.6854651 ]
 [0.82269937 0.20730565 0.7966474 ]
 [0.38653702 0.45137516 0.7013229 ]
 [0.49267745 0.43331715 0.910027  ]
 [0.37136593 0.6762045  0.83184373]
 [0.69956654 0.42369938 0.9239368 ]
 [0.3141283  0.8941938  0.6810535 ]
 [0.93446106 0.4346131  0.8785214 ]]",Half-Moon
"[[0.52659976 0.13130079 0.78794247]
 [0.51037365 0.10867857 0.80711174]
 [0.551644   0.11099613 0.76425564]
 [0.48077697 0.11207193 0.7115526 ]
 [0.5733203  0.12034221 0.757742  ]
 [0.4182834  0.18740506 0.9285395 ]
 [0.6168946  0.21167825 0.8378416 ]
 [0.2698975  0.18979572 0.91490215]
 [0.7626587  0.18986692 0.936323  ]
 [0.12867394 0.16380455 0.9319126 ]
 [0.91346127 0.1479773  0.8795315 ]
 [0.38240093 0.4614169  0.87390333]
 [0.5077567  0.45620245 0.7169982 ]
 [0.2961535  0.66784567 0.9115872 ]
 [0.70860094 0.4750019  0.9339164 ]
 [0.2294554  0.83928615 0.9115383 ]
 [0.9258696  0.48593897 0.9374628 ]]",Half-Moon
"[[0.54721045 0.06954508 0.749844  ]
 [0.52995145 0.05045838 0.7563886 ]
 [0.5653993  0.0635077  0.68252784]
 [0.4898433  0.06739055 0.7469492 ]
 [0.5810456  0.09387051 0.7590972 ]
 [0.4049381  0.10783198 0.7437763 ]
 [0.5932874  0.18137869 0.7385645 ]
 [0.24530399 0.11288496 0.8027652 ]
 [0.7227841  0.18012123 0.74985117]
 [0.11565913 0.08202715 0.8212244 ]
 [0.8533829  0.15235278 0.73474205]
 [0.32254067 0.40451884 0.8981084 ]
 [0.45082    0.41253704 0.88482136]
 [0.27891564 0.6909925  0.8102237 ]
 [0.64784473 0.4420827  0.8777619 ]
 [0.2247857  0.9119745  0.6102426 ]
 [0.87951326 0.4371191  0.83616865]]",Half-Moon
"[[0.48203424 0.9258753  0.8444573 ]
 [0.50921196 0.9441994  0.87787956]
 [0.47738332 0.9499748  0.82439107]
 [0.556972   0.90483415 0.7924192 ]
 [0.4828965  0.93551105 0.6198007 ]
 [0.5999597  0.7942533  0.88236755]
 [0.38975537 0.85036516 0.9295331 ]
 [0.7346474  0.7740623  0.839254  ]
 [0.21936834 0.8400403  0.9056979 ]
 [0.87706333 0.7829985  0.8892152 ]
 [0.08103413 0.8783877  0.90953755]
 [0.45449775 0.5456018  0.77689224]
 [0.32554126 0.5525266  0.89960194]
 [0.6761478  0.52237046 0.84872985]
 [0.2359826  0.3119485  0.90696526]
 [0.9130881  0.5251064  0.87712103]
 [0.12514569 0.09827069 0.87720364]]",Half-Moon
"[[0.4108506  0.9069145  0.64899504]
 [0.44466284 0.9216801  0.553874  ]
 [0.40239775 0.9301039  0.657248  ]
 [0.47914845 0.8995095  0.59010804]
 [0.3940679  0.92993945 0.8234463 ]
 [0.53574705 0.82348424 0.87802887]
 [0.32652527 0.85382336 0.7723685 ]
 [0.6777544  0.8219367  0.74230075]
 [0.18321998 0.8439355  0.8124701 ]
 [0.8115104  0.83210695 0.8446892 ]
 [0.09181031 0.85127425 0.36795604]
 [0.44182312 0.58237046 0.6180433 ]
 [0.32972693 0.5817654  0.85422933]
 [0.63038754 0.5556772  0.5673939 ]
 [0.26101464 0.32470044 0.8614831 ]
 [0.8457146  0.5379966  0.91464156]
 [0.20541261 0.10847476 0.9098928 ]]",Half-Moon
"[[0.48879215 0.30414185 0.58204055]
 [0.4993986  0.2986264  0.44883054]
 [0.50669354 0.30108824 0.73189205]
 [0.51839095 0.3068295  0.7046946 ]
 [0.53113455 0.3157558  0.7453966 ]
 [0.4590683  0.35109022 0.77903515]
 [0.55887973 0.38402262 0.41311935]
 [0.35443863 0.36436442 0.59151244]
 [0.6415199  0.4015202  0.8289785 ]
 [0.27459052 0.3625092  0.73536116]
 [0.7270307  0.3965528  0.90570915]
 [0.41231737 0.53288597 0.8047514 ]
 [0.4610054  0.5216439  0.65900534]
 [0.40848133 0.6821174  0.81501377]
 [0.61324304 0.5363391  0.84800243]
 [0.40062147 0.8068684  0.8592547 ]
 [0.7357672  0.52808154 0.79354227]]",Half-Moon
"[[0.5219436  0.07196178 0.8015927 ]
 [0.49560827 0.05903804 0.73910934]
 [0.52950466 0.04775051 0.7017462 ]
 [0.44443533 0.08331595 0.63401216]
 [0.528528   0.05658072 0.75232995]
 [0.38133502 0.15694845 0.9346565 ]
 [0.5906993  0.17341524 0.95529014]
 [0.22212774 0.1788813  0.76180613]
 [0.73359483 0.19004726 0.960479  ]
 [0.08138246 0.163155   0.97362804]
 [0.8819337  0.17801745 0.8899127 ]
 [0.38940313 0.4604331  0.86014813]
 [0.50651276 0.44872895 0.9115246 ]
 [0.36235425 0.69209117 0.90535665]
 [0.7104287  0.48420706 0.88376546]
 [0.359101   0.89588183 0.90083295]
 [0.9328485  0.47003555 0.9073479 ]]",Half-Moon
"[[0.5240355  0.9716547  0.830138  ]
 [0.50504494 0.98462814 0.75169224]
 [0.5021351  0.98388445 0.653752  ]
 [0.46105543 0.96262836 0.785648  ]
 [0.44799325 0.9587738  0.9215333 ]
 [0.55396175 0.8466189  0.84111834]
 [0.37374797 0.85836434 0.9351335 ]
 [0.692673   0.82662636 0.87570846]
 [0.24204335 0.8169197  0.83148646]
 [0.8249253  0.84421664 0.9446859 ]
 [0.09895467 0.83116585 0.9088376 ]
 [0.48982844 0.588903   0.80298376]
 [0.3929176  0.58529353 0.9077252 ]
 [0.7027929  0.59676695 0.78765845]
 [0.33001712 0.34482053 0.904505  ]
 [0.92117465 0.61064756 0.90586567]
 [0.27306104 0.13889909 0.95063543]]",Half-Moon
"[[0.5325633  0.09861287 0.4610857 ]
 [0.51686084 0.08449112 0.47989562]
 [0.5455361  0.08873326 0.49555176]
 [0.47734004 0.08839869 0.66995513]
 [0.53938013 0.09675087 0.4800936 ]
 [0.38979375 0.13436423 0.6671018 ]
 [0.5996712  0.18238685 0.45045266]
 [0.247068   0.34887767 0.19508262]
 [0.7051036  0.22951598 0.72337973]
 [0.29156104 0.33711702 0.16850851]
 [0.84827554 0.22931911 0.80776   ]
 [0.39578798 0.41692948 0.37972337]
 [0.5060135  0.38663793 0.12492419]
 [0.5389246  0.38303214 0.05625413]
 [0.62722844 0.44299474 0.22698693]
 [0.8362504  0.4436705  0.4989629 ]
 [0.83605576 0.4427262  0.52508724]]",Half-Moon
"[[0.4321027  0.07955193 0.62826586]
 [0.43286878 0.06482417 0.82916677]
 [0.4581848  0.06061437 0.7730424 ]
 [0.45455787 0.08018472 0.62142575]
 [0.5139924  0.08360869 0.60393256]
 [0.38758883 0.17721035 0.7798089 ]
 [0.55620074 0.17450747 0.89303315]
 [0.25785837 0.1738381  0.9532657 ]
 [0.6919626  0.18950008 0.95507514]
 [0.11864302 0.159411   0.94974756]
 [0.7943977  0.20496368 0.8842425 ]
 [0.41268364 0.43361178 0.74513626]
 [0.5274599  0.42143485 0.72190446]
 [0.422302   0.66269773 0.95225596]
 [0.69849145 0.44182885 0.60601103]
 [0.40227106 0.8777475  0.91495806]
 [0.89426154 0.47064584 0.9302158 ]]",Half-Moon
"[[0.42830408 0.94132406 0.7688293 ]
 [0.44217396 0.96611017 0.8138122 ]
 [0.4059294  0.95097256 0.82375336]
 [0.47016293 0.9508105  0.74497044]
 [0.38612646 0.9176002  0.81164026]
 [0.536401   0.8387663  0.93261284]
 [0.36753467 0.8437234  0.85727173]
 [0.6787106  0.8187763  0.8705716 ]
 [0.2265432  0.82008576 0.8458705 ]
 [0.7935987  0.80696213 0.9408389 ]
 [0.10905769 0.82826436 0.8472235 ]
 [0.43998218 0.57529265 0.7354299 ]
 [0.40255535 0.5734884  0.8581997 ]
 [0.4261185  0.30231208 0.8836936 ]
 [0.64678824 0.56172025 0.68941236]
 [0.4033095  0.09735294 0.9721702 ]
 [0.8620291  0.5605803  0.9487428 ]]",Half-Moon
"[[0.36862227 0.94568247 0.85689294]
 [0.38830736 0.97544557 0.6935932 ]
 [0.3588815  0.9634317  0.79985046]
 [0.4368426  0.97051907 0.83708274]
 [0.37457377 0.95779496 0.7357736 ]
 [0.5294646  0.8701421  0.7849196 ]
 [0.33512202 0.85520566 0.9411712 ]
 [0.67947644 0.8747593  0.9570584 ]
 [0.19980441 0.82502705 0.9666296 ]
 [0.8201887  0.9151311  0.94765735]
 [0.06980074 0.8269137  0.91661644]
 [0.49617812 0.58834547 0.87155026]
 [0.37476522 0.5764167  0.8892317 ]
 [0.687201   0.5702179  0.7731597 ]
 [0.37475717 0.33428732 0.6821363 ]
 [0.92341053 0.5716994  0.8765864 ]
 [0.35507977 0.1114205  0.6670792 ]]",Half-Moon
"[[0.5611436  0.10814172 0.6154    ]
 [0.5367917  0.08916515 0.84876126]
 [0.54516673 0.08868166 0.6304877 ]
 [0.4690187  0.1044031  0.71458006]
 [0.48773074 0.10831925 0.80916154]
 [0.36199212 0.21007024 0.68496037]
 [0.56942743 0.22480159 0.8705189 ]
 [0.22326995 0.26324022 0.9407245 ]
 [0.73307085 0.26216942 0.79266703]
 [0.09882096 0.2665029  0.94292283]
 [0.9004022  0.28113642 0.8092785 ]
 [0.3969786  0.5358423  0.96278775]
 [0.46277934 0.51384205 0.6686487 ]
 [0.664167   0.51620924 0.71286935]
 [0.43604302 0.7534427  0.88655293]
 [0.91189384 0.5033609  0.92022055]
 [0.39866006 0.93173635 0.9627019 ]]",Half-Moon
"[[0.46590057 0.08845887 0.47062942]
 [0.47991675 0.06243356 0.63922536]
 [0.44920865 0.0764825  0.8284391 ]
 [0.5040173  0.07534149 0.6249891 ]
 [0.43939152 0.09556814 0.61801624]
 [0.5789856  0.18016393 0.8317784 ]
 [0.40502512 0.18431763 0.83568   ]
 [0.74171394 0.2065627  0.9699641 ]
 [0.26614738 0.20303972 0.9475502 ]
 [0.8766919  0.20066208 0.9190945 ]
 [0.11568115 0.22200428 0.91237247]
 [0.50270194 0.45225295 0.6243775 ]
 [0.4603571  0.45535704 0.90542877]
 [0.49521172 0.7063775  0.92728347]
 [0.7078441  0.47341222 0.65541166]
 [0.48685256 0.94553596 0.79575056]
 [0.91466135 0.44150585 0.80581677]]",Half-Moon
"[[0.40654084 0.07794549 0.4728271 ]
 [0.4146715  0.06502645 0.34996566]
 [0.39073846 0.07399838 0.4764109 ]
 [0.4464962  0.09168442 0.5427233 ]
 [0.3970427  0.09493878 0.6064725 ]
 [0.5312027  0.17059135 0.86757934]
 [0.35231432 0.18755145 0.7555726 ]
 [0.672731   0.18474355 0.8532432 ]
 [0.23446494 0.21042249 0.31554714]
 [0.8164604  0.14482479 0.8941464 ]
 [0.097254   0.19997743 0.8540824 ]
 [0.48073643 0.45139694 0.78107667]
 [0.38815874 0.4642072  0.7677159 ]
 [0.68778074 0.4758658  0.6771182 ]
 [0.29775217 0.6775942  0.6660892 ]
 [0.9075221  0.46324784 0.86282545]
 [0.20241024 0.8557306  0.7952063 ]]",Half-Moon
"[[0.4955312  0.04455254 0.48764613]
 [0.5242702  0.02658056 0.6238104 ]
 [0.48048097 0.02697171 0.7647042 ]
 [0.5652774  0.04986347 0.57764727]
 [0.46184975 0.03292159 0.6536577 ]
 [0.5778846  0.18428333 0.87482244]
 [0.364567   0.12011889 0.7842107 ]
 [0.7656953  0.1403052  0.8977314 ]
 [0.20864272 0.13982412 0.8258339 ]
 [0.9351776  0.07802321 0.70253885]
 [0.04368995 0.13757116 0.7764277 ]
 [0.4138776  0.4358554  0.810766  ]
 [0.29980716 0.430131   0.7554118 ]
 [0.65240574 0.49619794 0.6203549 ]
 [0.24464323 0.6720415  0.8907625 ]
 [0.93541336 0.5164946  0.81910855]
 [0.14748067 0.92920244 0.7632855 ]]",Half-Moon
"[[0.40906867 0.8821608  0.64141095]
 [0.40052488 0.8958423  0.8561076 ]
 [0.4274101  0.9028593  0.7192571 ]
 [0.3961756  0.8734353  0.78898644]
 [0.46134448 0.89113337 0.5178566 ]
 [0.34558272 0.7816932  0.86976177]
 [0.525448   0.7697596  0.8996792 ]
 [0.17331809 0.7793103  0.9331723 ]
 [0.69207567 0.7504352  0.80644834]
 [0.02124194 0.78674346 0.843626  ]
 [0.84477216 0.7765781  0.8797869 ]
 [0.37096202 0.48255777 0.66040885]
 [0.48337886 0.48506835 0.72190577]
 [0.37176907 0.26693088 0.77972555]
 [0.7105258  0.47763026 0.7024562 ]
 [0.38449568 0.07385128 0.7854676 ]
 [0.96063226 0.512753   0.8868737 ]]",Half-Moon
